FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,FLAG
0,8.36,6781.78,183266.85,19,27,0,4.99,0.843916,1.198468,22.77088938,0.014846941,0,0,0,0,0,0
0,0,0,16038.05,1,1,0,0.060042,0.060042,0.059601,0.059601322,0.000441,0,0,0,0,0,0
0,0,0,22.87,1,1,0,1,1,0.999418,0.999418468,0.000581532,0,0,0,0,0,0
1,11615.11,0,23230.22,2,1,0,0.25,0.25,0.124139,0.248278,0.001722,13.37,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,968.22,20435.01,776222.98,63,35,0,424.99,14.42815,8.008254,504.52,0.46523346,58156.38532,58172.97,0,10,23,0
0,3553.44,5706.58,90447.05,11,9,0,29.995,11.169785,17.046739,187.5141299,-86.98606878,19803.38533,12303.38533,0,3,4,0
0,920.39,1243.92,221200,166,55,0,6.40695,2.184289,0.889652,147.682259,-27.54634618,216274.5177,217763.5183,0,16,29,0
0,18.82,0,75.27,4,2,0,96.381722,50.5,25.249485,100.997942,0.002058,0,0,0,0,0,0
0,16.84,4693.79,970373.2,205,206,0,0.236837,0.152468,0.152126,31.18585344,0.222533301,0,0,0,0,0,0
0,39351.42,12548.39,558349.55,11,10,0,13.65,4.769594,4.335582,47.69140408,0.004531553,2623.244052,1143.726713,0,2,11,0
1,0,100.96,874.77,1,8,0,1.502304,0.710859,5.686013,5.686013247,0.000861,1.337,0,0,0,1,1
0,0,0,34.1,1,1,0,6.031587,6.031587,6.031083,6.03108261,0.000504,0,0,0,0,0,0
1,0,29008.98,174053.88,0,6,1,0,0,0,0,0,0,0,0,0,1,1
0,5801.32,3041.25,614761.98,85,40,0,200,18.64848,8.995439,764.61232,-18.67313494,52442.27417,46941.50389,0,2,20,0
0,13.26,0,53.03,4,1,0,101,101,25.249355,100.9974187,0.002581312,0,0,0,0,0,0
0,90.3,4483.98,18297.15,4,4,0,1.865,0.7135,0.71304,2.852158468,0.001841532,0,0,0,0,0,0
1,0,0,3808.77,1,1,0,0.5,0.5,0.499,0.499,0.001,0,0,0,0,1,1
0,23370.31,19851.12,428695.18,9,11,0,3.99,1.354005,1.654303,14.88872501,0.005324818,1169.573789,80.93780866,0,2,10,0
0,3.1,925.23,67768.1,73,73,0,33.389345,4.235125,4.234705,309.133433,0.030660004,0,0,0,0,0,0
0,0,2157.69,319337.82,0,148,1,3.830976,1.212628,0,0,179.4688993,7.654724013,0,0,0,4,0
0,161.74,0.82,325.12,2,2,0,67.211556,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
1,0,0,61700.73,1,1,0,0.1073,0.1073,0.107256,0.1072558,0.0000442,2.086270175,0,0,0,1,1
0,15.48,0,46.43,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
1,0,233.28,63126.5,1,5,0,1,0.41024,2.050337,2.05033689,0.000861,13.37,0,0,0,1,1
0,23.21,0,69.63,3,2,0,83.986704,50.5,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,10.03,6217.09,87089.43,5,14,0,0.404909,0.222491,0.621945,3.10972447,0.005154141,0,0,0,0,0,0
1,0,0,5833.05,1,1,0,0.003433,0.003433,0.003349,0.003349,0.000084,0,0,0,0,1,1
0,465.24,9994.45,467188.57,16,46,0,14,0.562845,1.617078,25.87325499,0.01761768,38.25330188,0,0,0,4,0
0,2.29,0.51,7.88,3,2,0,1440.90126,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,2656.38,93557.4,980732.58,17,10,0,18.518066,3.274188,1.925012,32.72521076,0.01666615,39.42270247,0,0,0,2,0
0,0,0,3.2,1,1,0,193.311068,193.311068,193.310228,193.3102278,0.00084,0,0,0,0,0,0
0,2158.98,1468.02,956847.73,348,140,0,20.007,3.347273,1.52095,529.2907285,-60.67255396,3937167.661,3681112.634,0,38,99,0
0,0,3726.89,741651.3,0,199,1,1.375615,0.925437,0,0,184.1620324,1.31939655,0,0,0,2,0
0,0,0,260.6,1,1,0,0.25,0.25,0.24938,0.24938,0.00062,0,0,0,0,0,0
0,0,16199.12,226787.75,0,14,1,4.999434,2.741197,0,0,38.37675297,1.646618013,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,154.77,0,309.53,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,39.42,76779.89,153638.63,2,2,0,1.39,0.799844,0.796,1.59200082,0.007687014,0,0,0,0,0,0
0,11056.2,23190.32,489429.62,17,13,0,0.36,0.128312,0.136666,2.323326139,-0.655266422,937.2829715,569.5,0,3,3,0
1,0,885.96,73255.98,1,10,0,4.99,0.997485,9.973989,9.973989078,0.000860992,1502.115707,0,0,0,4,1
1,0,329.72,5605.28,0,17,0,1.77776,0.551126,0,0,9.36914028,0,0,0,0,1,1
0,1.22,7645.16,114694.52,14,15,0,42.19,10.211865,10.940459,153.166423,0.01155,0,0,0,0,0,0
0,15.08,0,45.25,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,36870.46,8222.5,418039.63,10,6,0,5.4569,2.80692,1.682518,16.8251786,0.01633994,1680.346229,1679.346,0,1,4,0
0,163765.76,0,327531.52,2,1,0,0.002465,0.002465,0.000238,0.00047544,0.00198968,120,120,0,1,1,0
0,27.26,4778.7,278718.03,57,58,0,1.012463,0.985038,1.000615,57.03506207,0.097123955,0,0,0,0,0,0
0,158.58,0,317.15,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,177064.48,991839.5,1,5,0,1.089,0.857004,4.2843,4.28429999,0.00072001,0.322752094,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,1482.4,1132.91,19440.08,7,8,0,4.147336,2.072453,2.366185,16.56329292,0.016333949,0.000000116,0,0,0,3,0
0,0,1684.81,291471.38,0,173,1,89.9,3.612123,0,0,624.8973142,613.7898758,0,0,0,5,0
1,0,9769.62,19539.25,0,2,1,0,0,0,0,0,0,0,0,0,1,1
0,2.2,0.52,9.82,4,2,0,1611.344472,1000.5,500.249528,2000.998113,0.001886545,0,0,0,0,0,0
0,0,1972.07,226788.17,0,115,1,0.333919,0.17858,0,0,20.53671112,1.183573899,0,0,0,2,0
0,161.45,0.82,324.53,2,2,0,52.208598,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,18.32,0,54.97,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,9.91,6425.35,167326.47,27,26,0,3.415703,1.226331,1.180436,31.87176209,0.012831023,0,0,0,0,0,0
1,0,106.96,13149.83,1,27,0,5,0.996702,27.010547,27.01054666,-0.09958,0,0,0,0,1,1
1,0,210.99,57130.28,1,9,0,4,1.061598,9.552302,9.552302034,0.002079,0,100,0,1,0,1
1,7039.45,7049.22,119739.1,10,7,0,9,1.69064,1.18261,11.82609917,0.008379,365,0,0,0,2,1
0,1076.79,6307.46,94454.73,35,9,0,44.878057,12.590981,3.692678,129.2437137,-15.92488251,4381.790033,4380.790033,0,5,5,0
0,156.98,0,313.97,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,3.24,2.22,325.22,99,2,0,5851.210294,5000.5,101.019693,10000.94956,0.050442,0,0,0,0,0,0
0,164.28,0,328.57,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,178.66,2838.98,252945.68,81,84,0,0.102057,0.098713,0.101949,8.257843166,0.034041007,0,0,0,0,0,0
0,0,0,3.35,1,1,0,2.9875,2.9875,2.987028,2.987028364,0.000471636,0,0,0,0,0,0
0,2.82,0,8.47,3,2,0,1488.656521,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,25.37,0.03,76.17,3,2,0,89.994033,50.5,33.666155,100.9984639,0.001536086,0,0,0,0,0,0
0,19899.33,0.97,39800.62,2,2,0,2.669396,1.335212,1.334771,2.669542,0.000882,0.201153153,0,0,0,1,0
0,0,0,94737.23,1,1,0,4.921721,4.921721,4.921,4.921,0.00072128,0.370735042,0,0,0,1,0
0,0,22478.28,157347.93,0,7,1,50.99,14.647343,0,0,102.5314,0,0,0,0,0,0
0,0,8609.78,28521.03,1,3,0,0.883086,0.334356,0.5,0.5,0.50306696,299.8160652,0,0,0,9,0
0,11.03,20845.88,250283,12,12,0,11.61413,4.734298,4.733583,56.80299512,0.00857799,0,0,0,0,0,0
0,0,0,364.87,1,1,0,0.259262,0.259262,0.258642,0.25864214,0.00062,0,0,0,0,0,0
0,0,0,285965.37,1,1,0,1.792785,1.792785,1.792688,1.792688108,0.0000967,334.6651095,0,0,0,5,0
0,290.4,489.62,1014464.67,3490,2,0,4.99958,3.49958,0.000551,1.923821979,5.075338001,1553082403,15645.91437,0,729,25,0
1,275.1,403.73,31887.32,44,49,0,18.742823,2.069214,2.297727,101.1,0.291470768,467.8238844,87.91000091,0,11,11,1
0,104.88,0,314.65,3,1,0,101,101,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
0,3746.3,1889.34,1206805.78,161,321,0,1054,22.779931,45.41742,7312.204675,0.153042125,440916.3752,370862.4414,0,28,30,0
0,0,0,24731.42,1,1,0,0.418267,0.418267,0.417826,0.4178263,0.000441,0,0,0,0,0,0
0,0,2986.44,289684.35,0,97,1,1.014657,0.904525,0,0,87.73896868,3.052301839,0,0,0,3,0
0,3.88,5058.44,20249.25,4,4,0,6.326112,3.646618,3.645686,14.58274357,0.0037275,0,0,0,0,0,0
1,0,489.71,13868.02,1,24,0,7.99,1.095592,25.613206,25.61320552,0.681,2.674,0,0,0,2,1
0,0,3570.35,646233.3,0,181,1,0,0,0,0,0,0,0,0,0,0,0
0,15092.45,4690.14,319587.57,19,7,0,11,2.42802,0.893411,16.97481079,0.021328208,2295.480485,1520.639946,0,1,12,0
0,102273.41,0,204546.82,2,1,0,1.069471,1.069471,0.534258,1.068515325,0.000955525,0,0,0,0,0,0
0,24.9,0,323.72,13,1,0,101,101,7.768726,100.9934402,0.00655978,0,0,0,0,0,0
1,0,0,2700.07,1,1,0,1.887837,1.887837,1.887753,1.887753,0.000084,100,0,0,0,1,1
0,0,3470.08,229025.48,0,66,1,1.003677,0.893878,0,0,58.99594939,6.933541604,0,0,0,3,0
0,204.82,72.46,279917.27,34,3767,0,5.326195,0.021945,2.430863,82.64933236,0.01735171,0.178656899,0,0,0,1,0
0,32.33,14967.66,44999.98,3,3,0,0.276629,0.200651,0.197847,0.59354145,0.00841088,0,0,0,0,0,0
0,2.78,1553.67,3112.9,2,2,0,3.985,3.231838,3.231381,6.462762614,0.000912636,0,0,0,0,0,0
1,0,0,11438.12,1,1,0,0.1,0.1,0.096854,0.096854339,0.003145661,13.37,0,0,0,1,1
0,0,2938.89,302706.03,0,103,1,1.002397,0.423113,0,0,43.58061737,0.615885994,0,0,0,1,0
0,0,19259.84,192598.37,0,10,1,4,1.592861,0,0,15.92861304,0.889022047,0,0,0,2,0
0,41.24,1170.44,1274123.52,1180,1047,0,1270.708419,220.622704,195.755349,230991.3113,0.659788705,0,0,0,0,0,0
0,0,0,74.07,1,1,0,3.972853,3.972853,3.972349,3.97234942,0.000504,0,0,0,0,0,0
0,0,1542.7,226777.48,0,147,1,1.145057,0.436582,0,0,64.17761908,1.150373798,0,0,0,2,0
0,15.94,41758.89,292423.85,7,7,0,9,2.776734,2.774329,19.420303,0.01683238,0,0,0,0,0,0
0,160.84,184251.12,553557.55,5,3,0,1,0.37,9.031737,45.15868277,-44.04868277,0,44.05476551,0,1,0,0
0,1572.64,3544.44,1194759.93,336,188,0,22943.79752,1288.712289,721.064972,242277.8306,0.079839968,51332.08413,0,0,0,30,0
0,1.73,0.42,7.73,4,2,0,1196.214343,1000.5,500.249528,2000.998113,0.001886545,0,0,0,0,0,0
0,10219.6,15785.09,397555.9,25,9,0,500,99.48884,70.001834,1750.045862,-854.6463029,17111.05191,11412.23068,0,2,11,0
0,0,4321.26,229026.77,0,53,1,1.031015,0.864924,0,0,45.84098626,1.252765134,0,0,0,2,0
0,13958.51,24551.98,753882.93,3,29,0,0.999,0.132404,1.279588,3.838765389,0.000960882,291.1753241,0,0,0,5,0
0,2.11,0.52,7.35,3,2,0,1625.409941,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,0,2577.13,226787.03,0,88,1,5.995,1.089212,0,0,95.85064328,2.089595821,0,0,0,2,0
1,0,0,1381.65,1,1,0,1.955033,1.955033,1.954172,1.954172,0.000861,13.37,0,0,0,1,1
0,95997.34,24287.63,889416.88,8,5,0,9.116984,3.845298,2.376145,19.00916063,0.217331427,12013.59284,2925.806,0,2,17,0
0,301.06,607.86,991790.57,1138,1068,0,109.725818,1.734124,1.676711,1908.096737,-56.05239874,1116.63624,0,0,0,16,0
0,0,99.09,973408.62,0,9823,1,0.017,0.000002,0,0,0.0209,7637.508622,0,0.000000504,0,11,0
0,0,0,477.02,1,1,0,0.5,0.5,0.49938,0.49938,0.00062,0,0,0,0,0,0
0,893.32,2072.49,279643.07,30,122,0,1160,25.357651,151.473924,4544.217724,-1450.584257,80661.78852,80061.78852,0,2,3,0
0,0,0,24.43,1,1,0,3.995,3.995,3.993877,3.993877056,0.001122944,0,0,0,0,0,0
1,0,157.81,6154.77,0,39,0,18,1.489779,0,0,58.10139867,15105.337,0,0,0,6,1
1,2543.39,1037.71,36527.7,8,19,0,18.884275,3.881424,9.593067,76.74453488,-2.99748,3,0,0,0,2,1
0,8.54,589.8,99393.58,9976,24,0,1199.99,329.422932,0.750198,7483.977604,422.172766,1652.997912,0,0,0,8,0
0,163.78,0,327.55,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,46332.51,39450.96,514700.83,6,6,0,8.875362,3.706397,3.705956,22.23573801,0.002646,0,0,0,0,0,0
0,0,0,3.3,1,1,0,1.726003,1.726003,1.725531,1.725531144,0.000471636,0,0,0,0,0,0
0,6416.37,3469.12,689344.58,95,23,0,11.493826,3.740153,0.970799,92.22592536,-6.202405046,12085968.42,12022623.07,0,13,52,0
0,93612.1,10060.62,992074.2,2,80,0,0.133269,0.098978,3.958433,7.916865339,0.00135,0.590491666,0,0,0,1,0
0,1787.52,76.98,3729.02,2,2,0,0.270346,0.139099,0.138679,0.27735896,0.00084002,0,0,0,0,0,0
1,162.08,188.82,701.82,2,2,0,0.5,0.250005,0.249522,0.499044,0.000966,0,100,0,1,0,1
0,2279.81,894.15,220649.7,96,2,0,5,3,0.060551,5.812859796,0.187140204,2.174780812,0,0,61,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,636.46,113487.03,802683.22,13,7,0,45.1,8.308276,4.47329,58.15276463,0.0051664,0,0,0,0,0,0
0,162.31,0.33,325.27,2,2,0,70.996632,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,10310.12,4803.89,136728.42,10,7,0,12.099,4.728489,3.3071,33.071,0.02842308,10.00000072,0.00000036,0,1,3,0
0,0,59293.47,412857.38,1,4,0,6.147448,4.036875,16.14664,16.1466401,0.000861,969.951575,0,0,0,8,0
0,0,0,4.17,1,1,0,0.403399,0.403399,0.402927,0.402926994,0.000471636,0,0,0,0,0,0
0,0,0,671.3,1,1,0,0.999118,0.999118,0.998498,0.998498,0.00062,0,0,0,0,0,0
0,0,0,537.6,1,1,0,1.99,1.99,1.989748,1.98974798,0.00025202,0,0,0,0,0,0
0,340769.57,0,1703847.85,5,1,0,1490,1490,297.98,1489.9,0.1,34222.33585,0,0,0,23,0
0,0,0,3.92,1,1,0,0.890309,0.890309,0.889837,0.889836944,0.000471636,0,0,0,0,0,0
0,165.78,0.03,331.62,2,2,0,76.686805,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
1,0,210.47,18521.13,0,88,1,1,0.041492,0,0,3.651268684,0,100,0,1,0,1
0,34383.34,30113.87,877116.55,15,12,0,65.776,8.701401,6.522158,97.83237134,6.584442035,22852.675,3157.000001,0,2,21,0
0,15.61,19327.87,96717.38,5,5,0,8.01,4.202764,4.202327,21.011636,0.002184,0,0,0,0,0,0
0,0,0,20369.5,1,1,0,0.076723,0.076723,0.076282,0.07628222,0.000441,0,0,0,0,0,0
0,3.38,4822.9,43436.53,9,9,0,500,138.753154,138.751096,1248.759864,0.018523299,0,0,0,0,0,0
0,25.09,0,75.27,3,2,0,74.962501,50.5,33.666163,100.998488,0.001512,0,0,0,0,0,0
0,9.83,31900.45,191451.85,5,6,0,2,1.001105,1.200484,6.00241899,0.004211617,0,0,0,0,0,0
0,158.96,0,317.92,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,18.87,6627.68,1,2,0,1.2,1.1,2.199139,2.199139,0.000861,0,0,0,0,1,1
1,8406.13,25.6,42209.88,5,7,0,1.016,0.430714,0.6,3,0.015,0,0,0,0,1,1
0,26969.87,4685.39,464315.7,16,7,0,4.1238,1.802786,0.78125,12.5,0.1195039,73211.11601,72614.9999,0,7,9,0
0,0,797,3188,0,4,1,2.000111,0.835276,0,0,3.341102706,0,0,0,0,0,0
0,7690.54,2922.18,380982,37,33,0,27,10.36903,9.099545,336.683182,5.494805861,16991.89246,7074.204923,0,10,14,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1079.73,2443.81,471823.48,16,186,0,1.001842,0.146578,1.588001,25.40802277,1.855563291,3329.357218,0,0,0,12,0
0,5.65,10140.71,385561.47,38,38,0,0.8,0.221877,0.22136,8.411687568,0.019646154,0,0,0,0,0,0
0,4.44,7394.36,51791.55,7,7,0,9.204449,5.83566,5.835225,40.84657815,0.003038458,0,0,0,0,0,0
1,123917.02,196.98,252758.42,2,25,0,5,0.812911,10.16053,20.32105947,0.001722,1.337,0,0,0,4,1
0,2.73,39069.62,351651.15,9,9,0,150,91.397466,91.396636,822.5697205,0.007477283,0,0,0,0,0,0
0,4590.62,10336.49,460338.75,62,17,0,29.990326,5.393302,1.975644,122.4899,-30.80377327,9746311.546,9805549.776,0,8,15,0
0,194.15,156.46,1500433.63,140,9416,0,9.462266,1.440628,96.871256,13561.97587,2.974723855,366054.4299,0,0,0,22,0
0,3832.66,20453.16,374458.65,39,11,0,27.197169,6.817887,4.359305,170.0128994,-95.01614472,118301.9718,132851.6624,0,7,16,0
0,0,20169.61,60508.82,0,3,1,37.544,17.731333,0,0,53.194,0,0,0,0,0,0
0,3785.36,1.05,30286.02,8,3,0,70,46.668186,18.80197,150.4157581,-10.41119911,0,0,0,0,0,0
0,0,0,268.6,1,1,0,5.1,5.1,5.09938,5.09938,0.00062,0,0,0,0,0,0
1,3663.92,356.38,16793.98,4,6,0,6.278572,1.410152,2.114745,8.458978543,0.001932,6.337,0,0,0,2,1
0,0,6516.91,319328.75,0,49,1,1.034315,0.863375,0,0,42.30539257,1.099068951,0,0,0,2,0
0,159.49,0.84,320.67,2,2,0,88.951595,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,319.54,2143.17,1,5,0,8.49,4.01696,20.074296,20.07429604,0.010504,0,0,0,0,0,0
0,516.36,864.51,476819.2,93,496,0,2.066923,1.033758,5.512804,512.6907429,0.053177334,413.014593,0,0,0,7,0
0,25.07,351.84,629867.88,1631,1674,0,127,0.434117,0.452011,737.2304975,-10.51792646,0,0,0,0,0,0
0,6803.29,8857.97,241722.22,16,15,0,7.487927,1.552208,1.45438,23.27007992,0.01303537,0.32312867,0,0,0,1,0
0,433.46,139128.79,699545.03,9,5,0,0.9022,0.256154,0.141919,1.27726692,0.00350412,0,0,0,0,0,0
0,1933.12,2628.38,921644.73,179,219,0,169.5,6.428883,7.891538,1412.5853,-4.65990945,1146737.407,958167.9581,0,35,46,0
0,0,0,0,0,1,0,0.051461,0.051461,0,0,0.05146112,0,0,0,0,0,0
1,1937.67,83.12,104727.88,48,141,0,17.1,0.507541,1.489972,71.5186573,0.044572277,16429276.2,16412336.02,0,11,49,1
0,0,0,9.2,1,1,0,2.080186,2.080186,2.079566,2.0795659,0.00062,0,0,0,0,0,0
0,163.06,0.5,327.12,2,2,0,95.973951,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,2.31,2427.32,138466.3,47,57,0,0.499926,0.109447,0.131529,6.18185358,0.056633308,0,0,0,0,0,0
0,4.41,0,13.23,3,2,0,1098.169272,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,33660.15,21172.15,775259.83,18,8,0,13.819622,2.225498,0.992031,17.85655067,-0.052565568,40272655.19,40274623.19,0,4,6,0
0,4.37,5238.78,31454.52,5,6,0,42.0148,28.387295,34.064295,170.321475,0.002293866,0,0,0,0,0,0
1,449.85,252.12,3959.73,6,5,0,1.99,0.839179,0.698833,4.19299807,0.002898,0,0,0,0,1,1
0,1262.05,4072.99,749488.32,42,171,0,50.107,1.333994,5.430616,228.085886,0.027132,128504.3759,0,0,0,7,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,20.39,0,61.18,3,1,0,101,101,33.665988,100.9979647,0.002035312,0,0,0,0,0,0
0,43722.81,44729.47,574436.5,7,6,0,4.323344,1.633588,1.399331,9.795314258,0.006211962,0,0,0,0,0,0
0,0,6.42,64170.72,0,9999,1,0.1,0.000022,0,0,0.22022,100007516.7,100,3.15E-08,1,10,0
0,156.18,0,312.37,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,0,5.8,1,1,0,0.1,0.1,0.099528,0.099528364,0.000471636,0,0,0,0,0,0
0,29.98,111.09,299762.78,10000,2,0,1,1,1560.535404,15605354.04,-15605352.04,0,0,0,0,0,0
0,6004.41,8892.65,955463.68,91,46,0,29.96,4.574932,2.245351,204.3269,6.119964948,2649752.109,2309147.61,0,15,61,0
0,3084.25,842.74,134498.93,10,123,0,42.780479,12.35673,151.986265,1519.862648,0.01516962,628.5940278,0,0,0,4,0
0,0,5399.48,226778.27,0,42,1,1.003235,0.805386,0,0,33.82622659,0.694321131,0,0,0,2,0
0,168.75,323.15,706905.78,47,2163,0,110.112625,2.059981,94.801888,4455.688748,0.04937693,0,0,0,0,0,0
0,33.22,0,99.67,3,1,0,101,101,33.666163,100.998488,0.001512,0,0,0,0,0,0
0,165.26,0,330.52,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,0,36.18,1,1,0,0.2395,0.2395,0.238996,0.238996,0.000504,0,0,0,0,0,0
1,0,1238.17,167126.28,1,9,0,0.613996,0.412666,4.413135,4.41313544,-0.699139,13.37,0,0,0,1,1
1,1244.51,1135.49,20502.57,11,6,0,4.994,1.208304,0.65885,7.24735525,0.002471,13.37,0,0,0,2,1
0,2528.27,2095.4,637545.9,161,110,0,200,17.848411,12.697674,2044.3255,-81.0002833,2630745.193,2673527.754,0,42,50,0
0,159.83,0.92,321.5,2,2,0,86.757647,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
1,0,500.43,51700.85,1,11,0,2.872788,0.553008,6.08,6.08,0.00308935,0,0,0,0,1,1
0,3092.91,9775.97,776995.78,11,76,0,0.49375,0.208187,0.859318,9.45249732,6.369714386,8548.280782,0,0,0,15,0
0,0,0,5.95,1,1,0,4.786785,4.786785,4.786313,4.786313044,0.000471636,0,0,0,0,0,0
1,49544.94,0,148634.82,3,1,0,0.2,0.2,0.065568,0.196703,0.003297,0,0,0,0,1,1
1,23488.73,33.36,48178.53,2,36,0,9.99,1.330052,24.190072,48.38014304,-0.498278,1.337,0,0,0,2,1
0,0,0,255.4,1,1,0,2,2,1.99938,1.99938,0.00062,0,0,0,0,0,0
0,141351.31,728.82,567591.7,4,3,0,0.670372,0.376209,0.281563,1.126250448,0.002377512,0,0,0,0,0,0
0,0,1579.32,229000.73,0,145,1,1.296926,0.442536,0,0,64.16771073,1.66096794,0,0,0,2,0
0,0,2974.14,229008.45,0,77,1,1.016138,0.83739,0,0,64.47903099,2.097087563,0,0,0,2,0
0,0,9495.79,161428.38,0,17,1,28.36,6.850245,0,0,116.4541597,1.287871946,0,0,0,1,0
1,0,167.47,134630.73,1,51,0,6.529621,0.793074,52.444836,52.44483571,-11.998047,1500,0,0,0,3,1
0,0,1267.18,291451.1,0,230,1,2.119727,0.951296,0,0,218.7980157,3.470693463,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,6.08,13535.38,81242.65,5,6,0,100,38.005,45.605259,228.0262933,0.00370667,0,0,0,0,0,0
0,31.06,80.56,45215.15,1409,18,1,50,13.859144,0.593368,836.0553112,-586.5907262,0,0,0,0,0,0
0,13.69,16639.25,299752.93,18,18,0,1.260065,0.662847,0.662025,11.91645869,0.01479575,0,0,0,0,0,0
0,26.23,2038.88,350143.3,57,171,0,132.340286,1.177893,3.532704,201.3641354,0.055521832,0.015377306,0,0,0,1,0
1,0,2906.7,156961.55,0,54,1,10,0.369741,0,0,19.9660347,1E-10,0,0,0,1,1
0,0,7418.99,215150.75,0,29,1,48.72,12.051724,0,0,349.5,2.362985957,0,0,0,1,0
0,3060.4,52579.13,522178.58,16,9,0,5.55558,1.028264,0.577929,9.24686115,0.007517171,0,0,0,0,0,0
0,14.28,427.61,883.77,2,2,0,0.08,0.065,0.064418,0.128836937,0.001163063,0,0,0,0,0,0
1,0,0,0,0,1,0,0.000683,0.000683,0,0,0.000683003,13.37,0,0,0,1,1
0,165.29,799.68,242212.58,43,294,0,0.74,0.106153,0.724813,31.16695125,0.04193436,71.53677769,0,0,0,1,0
0,0,1453.77,226788.12,0,156,1,1.571751,0.851018,0,0,132.7588466,2.77514918,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,4764.11,48094.6,384303.27,10,7,0,10.048931,5.256269,4.094776,40.94776301,-4.153883125,144452.0099,5700,0,1,15,0
0,5.41,1486.35,7458.8,5,5,0,11.99,10.42,10.419551,52.097753,0.002247,0,0,0,0,0,0
0,873.06,7496.68,441489.38,42,54,0,0.225203,0.107424,0.137662,5.78179826,0.01911834,31.15333861,0,0,0,3,0
0,61066.49,24140.91,462962.58,6,4,0,0.670438,0.405052,0.375435,2.252611307,-0.632404867,1.000000077,7.71E-08,0,1,2,0
0,18.47,0,55.42,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,1591.75,192601.7,0,121,1,1.245911,0.755122,0,0,91.36971166,2.796768726,0,0,0,2,0
0,15.57,0,62.27,4,1,0,101,101,25.249475,100.9979,0.0021,0,0,0,0,0,0
1,0,0,7074.38,1,1,0,0.5,0.5,0.498896,0.498896,0.001104,13.37,0,0,0,1,1
0,17171.6,11439.07,1024381.72,45,22,0,121,32.896731,15.831052,712.397338,11.33075076,679605.7616,520532.6758,0,13,46,0
0,12564.3,11089.02,1007381.3,74,7,0,42,12.483364,1.169189,86.52,0.86355,728501.8534,62660.44587,0,24,66,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,66.12,3285.66,422257.08,125,126,0,1.10745,0.996285,1.003501,125.4376302,0.094242259,0,0,0,0,0,0
0,9454.07,3020.39,645367.48,67,15,0,15.287121,3.886909,0.852985,57.1500032,1.15363892,1054300.604,1034000,0,3,14,0
0,14106.66,3742.82,540061.9,32,24,0,1499.99958,77.125266,102.312148,3273.988723,-1422.982347,139827.7923,133086.5,0,4,26,0
